Code_ADN	Og_acc	RYMV13_R1	RYMV17_R1	RYMV20_R1	AUDPC_R1	MOY1720_R1	RYMV13_R2	RYMV17_R2	RYMV20_R2	AUDPC_R2	MOY1720_R2	RYMV13_R3	RYMV17_R3	RYMV20_R3	AUDPC_R3	MOY1720_R3	RYMV13_R4	RYMV17_R4	RYMV20_R4	AUDPC_R4	MOY1720_R4	RYMV13_R5	RYMV17_R5	RYMV20_R5	AUDPC_R5	MOY1720_R5	RYMV13_R6	RYMV17_R6	RYMV20_R6	AUDPC_R6	MOY1720_R6	RYMV13_M1	RYMV17_M1	RYMV20_M1	AUDPC_M1	MOY1720_M1	RYMV13_M2	RYMV17_M2	RYMV20_M2	AUDPC_M2	MOY1720_M2	RYMV13_M3	RYMV17_M3	RYMV20_M3	AUDPC_M3	MOY1720_M3	RYMV13	RYMV17	RYMV20	AUDPC	MOY1720
HN	407	0.7523014058	0.3992177359	0.404885043	3.5091924518	0.4020513895	-0.5936133529	0.1513037701	-0.1321807217	-0.855934593	0.0095615242	-1.0776043673	0.1654076142	-0.6991098421	-2.6249468481	-0.266851114	-1.1418776453	-0.5292909798	-0.2594757698	-4.5254873746	-0.3943833748	0.4005303599	0.1812166613	-0.2367644031	1.0801724297	-0.0277738709	0.5479210175	0.8026534049	0.4594530275	4.5943084934	0.6310532162	0.0793440265	0.275260753	0.1363521607	1.3266289294	0.2058064568	-1.1097410063	-0.1819416828	-0.479292806	-3.5752171113	-0.3306172444	0.4742256887	0.4919350331	0.1113443122	2.8372404616	0.3016396727	-0.1853904304	0.1950847011	-0.0771987777	0.1962174265	0.0589429617
HP	63	0.5761884402	0.2568272674	-0.8194038354	0.8221665632	-0.281288284	0.6576114323	0.5831518155	0.2633402755	3.7512646321	0.4232460455	-0.5957209938	0.5145007657	0.1082102811	0.771626114	0.3113555234	-0.4567223325	0.7945798489	0.3314778561	2.3648015903	0.5630288525	-1.1254436958	-0.8825916316	0.0510236864	-5.2634225726	-0.4157839726	0.3124074906	0.5653704625	0.1603060486	2.8440706729	0.3628382556	0.6168999363	0.4199895415	-0.27803178	2.2867155977	0.0709788808	-0.5262216632	0.6545403073	0.2198440686	1.5682138522	0.437192188	-0.4065181026	-0.1586105846	0.1056648675	-1.2096759499	-0.0264728585	-0.1052799432	0.3053064214	0.0158257187	0.8817511666	0.1605660701
HQ	478	-1.1407505448	-0.4267281985	-0.0937111791	-3.915616553	-0.2602196888	0.7069570028	0.4895845569	0.2516043422	3.5048664681	0.3705944496	0.1386508332	0.6739257375	0.536326383	3.4405313222	0.6051260603	-0.3436022501	0.6383581376	0.1263968593	1.7366442704	0.3823774985	-0.9477790601	0.1208498042	0.5031871922	-0.7178030172	0.3120184982	-0.8643543309	-0.0261376276	0.2096103548	-1.5057748262	0.0917363636	-0.216896771	0.0314281792	0.0789465816	-0.2053750425	0.0551873804	-0.1024757085	0.6561419376	0.3313616212	2.5885877963	0.4937517794	-0.9060666955	0.0473560883	0.3563987735	-1.1117889217	0.2018774309	-0.408479725	0.2449754017	0.2555689921	0.423807944	0.2502721969
HR	182	1.0170963319	0.7606303112	0.3280044541	5.1884054342	0.5443173827	-0.4437692056	0.3952759739	0.0629278862	0.5903193268	0.2291019301	-0.7602935114	0.7104361477	-0.0290982594	0.9222921051	0.3406689442	-1.0021227295	0.6145852685	0.2216130364	0.4792225354	0.4180991525	-0.4465806419	0.679243232	0.3543925779	2.0157788951	0.516817905	-0.0730303225	0.3755629515	-0.1388531827	0.9601299112	0.1183548844	0.2866635632	0.5779531426	0.1954661702	2.8893623805	0.3867096564	-0.8812081205	0.6625107081	0.0962573885	0.7007573202	0.3793840483	-0.2598054822	0.5274030918	0.1077696976	1.4879544031	0.3175863947	-0.2847833465	0.5892889808	0.1331644188	1.6926913679	0.3612266998
HS	405	0.9169038625	0.3556423323	0.2134848408	3.3987831493	0.2845635866	-0.2382137727	-0.1998796123	-0.3075318739	-1.6373039993	-0.2537057431	0.2500910562	0.5490165472	-0.4500029716	1.7467355702	0.0495067878	-1.1386547335	-1.1113641266	-0.6769078319	-7.182445658	-0.8941359793	-1.1185136237	-1.0446433538	-0.8524408367	-7.1719402408	-0.9485420953	-0.5332115852	-0.3168060726	-0.3005460323	-2.626063473	-0.3086760525	0.3393450449	0.07788136	-0.0470235166	0.880739575	0.0154289217	-0.4442818387	-0.2811737897	-0.5634554018	-2.7178550439	-0.4223145957	-0.8258626045	-0.6807247132	-0.5764934345	-4.8990018569	-0.6286090739	-0.3102664661	-0.294672381	-0.3956574509	-2.2453724419	-0.345164916
HT	184	-0.7680276269	-0.2269400762	-0.0660682547	-2.4294479026	-0.1465041655	0.2495976439	0.2231695734	-0.0692898012	1.1763540929	0.0769398861	-0.4064501556	-0.3872171358	-0.7205845723	-3.249037145	-0.5539008541	-1.0516361154	-0.2218659392	-0.5544610937	-3.7114946586	-0.3881635165	-0.2195725679	0.440159305	0.160926264	1.3428018277	0.3005427845	-1.1103718391	-0.7190799484	-0.5067242298	-5.4976098423	-0.6129020891	-0.2592149915	-0.0018852514	-0.067679028	-0.6265469048	-0.0347821397	-0.7290431355	-0.3045415375	-0.637522833	-3.4802659018	-0.4710321853	-0.6649722035	-0.1394603217	-0.1728989829	-2.0774040073	-0.1561796523	-0.5510767768	-0.1486290369	-0.2927002813	-2.0614056046	-0.2206646591
HV	178	1.280572339	0.7532208871	-0.0002124381	5.1970991257	0.3765042245	-0.5542123238	0.3623767731	0.0520090669	0.2379076586	0.20719292	-0.5512863101	0.7429941785	0.1675189151	1.7491853772	0.4552565468	-0.8346267218	-0.1664842224	-0.6468527234	-3.2222273071	-0.4066684729	-0.0799928313	0.1830862504	-0.1244901222	0.2940810305	0.0292980641	-0.4655477424	0.0155473819	-0.0762219472	-0.991012569	-0.0303372827	0.3631800076	0.5577988301	0.0258983144	2.7175033922	0.2918485723	-0.692956516	0.2882549781	-0.2396669042	-0.736520965	0.024294037	-0.2727702869	0.0993168162	-0.1003560347	-0.3484657692	-0.0005196093	-0.2008489317	0.3151235414	-0.1047082082	0.5441722193	0.1052076666
IA	113	0.4097075764	0.1826776626	0.0618891389	1.5516206803	0.1222834008	-0.9481222612	-0.8431819633	-0.6523746001	-5.8259432941	-0.7477782817	0.1889595536	0.4929330607	-0.2191848488	1.7744075465	0.136874106	-1.1202928155	-1.1740401215	-1.0559578675	-7.9336628575	-1.1149989945	-1.0612852367	-0.652531888	-0.710245814	-5.4718008024	-0.681388851	0.5871164583	0.5387121042	-0.1831366215	2.7850203491	0.1777877414	-0.2692073424	-0.3302521504	-0.2952427306	-2.1371613069	-0.3127474405	-0.465666631	-0.3405535304	-0.6375713582	-3.0796276555	-0.4890624443	-0.2370843892	-0.0569098919	-0.4466912178	-1.3433902267	-0.2518005548	-0.3239861209	-0.2425718576	-0.4598351022	-2.1867263964	-0.3512034799
IB	238	1.2032536985	0.1020111371	0.4669323612	3.4639449187	0.2844717492	-1.1261189977	-1.1359605135	-1.1046273558	-7.8850408264	-1.1202939347	-0.9551482137	0.9666052533	0.2827790904	1.8969905948	0.6246921719	-0.4446543959	0.4359332285	-0.75816794	-0.5007944021	-0.1611173558	-0.8356164017	0.566897782	0.9123249775	1.6813968999	0.7396113798	-1.107329039	-0.9679935192	-0.6225596383	-6.5364748527	-0.7952765788	0.0385673504	-0.5169746882	-0.3188474973	-2.2105479539	-0.4179110928	-0.6999013048	0.7012692409	-0.2376944248	0.6980980964	0.2317874081	-0.9714727204	-0.2005478686	0.1448826696	-2.4275389764	-0.0278325995	-0.5442688916	-0.005417772	-0.1372197508	-1.3133296113	-0.0713187614
IC	127	0.9282841946	0.6961075016	0.4522807531	4.9713657745	0.5741941274	0.8212611921	0.6915279357	0.2730448486	4.4724374321	0.4822863922	0.8913597566	0.8318527279	0.3588731868	5.2325138411	0.5953629574	0.0765580557	0.6326979307	-0.1613443353	2.1255423659	0.2356767977	-0.3555510146	0.1951474744	-0.2890435919	-0.4616512567	-0.0469480588	-0.2574301654	0.4966149247	0.2421735284	1.5865521983	0.3693942266	0.8747726934	0.6938177187	0.3626628009	4.7219016033	0.5282402598	0.4839589062	0.7322753293	0.0987644258	3.6790281035	0.4155198775	-0.30649059	0.3458811996	-0.0234350318	0.5624504708	0.1612230839	0.3507470032	0.5906580825	0.1459973983	2.9877933925	0.3683277404
ID	119	1.3743184839	0.5871300522	0.0603324255	4.8940907888	0.3237312389	0.2123751286	0.6844452663	0.3207939049	3.3014995466	0.5026195856	0.4697239794	0.6521826939	-0.2353321833	2.8690891125	0.2084252553	-1.1192828148	-0.9170667268	-0.6991587862	-6.4970373527	-0.8081127565	-1.1115835517	-0.9169337184	-0.3460403397	-5.9514956274	-0.6314870291	-1.0503574309	-0.7469377672	-0.8503051638	-5.9904547927	-0.7986214655	0.7933468063	0.6357876593	0.1905631652	4.0977951677	0.4131754122	-0.3247794177	-0.1324420165	-0.4672454848	-1.8139741201	-0.2998437506	-1.0809704913	-0.8319357428	-0.5981727518	-5.97097521	-0.7150542473	-0.2041343676	-0.1095300333	-0.2916183571	-1.2290513875	-0.2005741952
IE	138	1.0516343852	0.5521079465	0.2154122516	4.3587649606	0.3837600991	1.2535039248	1.3609138562	0.6847025708	8.2972602025	1.0228082135	-0.3479981558	0.9107863577	0.5002538403	3.2421367008	0.705520099	0.1526585882	0.3319512295	-0.0045639239	1.4603005938	0.1636936528	0.0704887325	0.6069963848	0.6648424708	3.262728518	0.6359194278	0.5005412216	0.6088094155	0.4467705098	3.8020711622	0.5277899627	1.152569155	0.9565109014	0.4500574112	6.3280125815	0.7032841563	-0.0976697838	0.6213687936	0.2478449582	2.3512186473	0.4346068759	0.2855149771	0.6079029002	0.5558064903	3.5323998401	0.5818546952	0.4468047828	0.7285941984	0.4179029532	4.0705436896	0.5732485758
IG	488	-0.721392817	0.0091199366	0.3950104133	-0.818350236	0.202065175	0.8214535213	-0.07132711	0.2965543643	1.8380937041	0.1126136272	0.182379691	0.9060642636	-0.3785681293	2.9681321107	0.2637480672	0.036633764	0.9434105933	0.3683420516	3.927717682	0.6558763225	-0.364118509	1.0240308579	0.1362275016	3.0602122371	0.5801291798	0.121897438	0.7320788976	0.3953410489	3.399082591	0.5637099733	0.0500303522	-0.0311035867	0.3457823888	0.5098717341	0.1573394011	0.1095067275	0.9247374285	-0.0051130389	3.4479248963	0.4598121948	-0.1211105355	0.8780548778	0.2657842753	3.229647414	0.5719195765	0.0128088481	0.5905629065	0.2021512084	2.3958146815	0.3963570575
IH	86	1.0427007509	0.7871092892	0.5971465562	5.7360038483	0.6921279227	0.9470918543	0.7341751397	0.5675772084	5.3151625102	0.6508761741	0.4173897963	0.0799726945	-0.1413335937	0.9026836328	-0.0306804496	0.2391726992	0.8510708404	0.1577051481	3.693651062	0.5043879943	0.44353017	0.5943006959	0.1138358814	3.1378665978	0.3540682887	0.6310988814	0.6575605985	-0.0443888119	3.4970766397	0.3065858933	0.9948963026	0.7606422145	0.5823618823	5.5255831792	0.6715020484	0.3282812478	0.4655217675	0.0081857772	2.2981673474	0.2368537723	0.5373145257	0.6259306472	0.0347235348	3.3174716187	0.330327091	0.6201640254	0.6173648764	0.2084237314	3.7137407151	0.4128943039
IK	425	1.1750083065	0.3109496107	0.4858620516	4.1671333279	0.3984058312	-0.7481725563	0.2176781961	-0.3636925982	-1.2800103236	-0.0730072011	0.066206276	0.8064558942	0.0579080958	3.0418703254	0.432181995	-0.4648023383	0.8138245524	0.0018833969	1.9216063522	0.4078539747	0.3397866771	0.7244645371	0.69632344	4.2596843941	0.7103939886	-1.1103718391	-0.7295266304	-0.1931201558	-5.0637671183	-0.4613233931	0.2134178751	0.2643139034	0.0610847267	1.4435615022	0.1626993151	-0.1992980312	0.8101402233	0.0298957464	2.4817383388	0.4200179848	-0.385292581	-0.0025310466	0.2516016421	-0.4020413621	0.1245352977	-0.1237242457	0.3573076934	0.1141940384	1.1744194929	0.2357508659
IL	418	0.5993866975	-0.2465920915	-0.1609023677	0.0943475232	-0.2037472296	0.4341638115	0.2671477637	-0.8411901256	0.5415596076	-0.287021181	-1.1230125747	-1.0966707344	-1.0399153491	-7.6442457435	-1.0682930418	-1.0913853607	0.0686055146	-0.4832193551	-2.667480453	-0.2073069203	-0.8749553583	0.0593220461	-0.2699415806	-1.9471959262	-0.1053097673	-1.108471816	-0.6033319647	-0.7322512631	-5.4269824031	-0.6677916139	0.5167752545	0.0102778361	-0.5010462467	0.3179535654	-0.2453842053	-1.1071989677	-0.5140326099	-0.7615673521	-5.1558630982	-0.637799981	-0.9917135872	-0.2720049593	-0.5010964219	-3.6870891646	-0.3865506906	-0.5273791001	-0.2585865777	-0.5879033402	-2.8416662325	-0.423244959
IM	427	0.7435355945	-0.0488267984	0.3091849419	1.7799548075	0.1301790718	-1.0587119496	0.1192388767	-0.387806738	-2.2817979378	-0.1342839307	0.3308301449	0.4454595717	-0.6846144042	1.1938471845	-0.1195774163	-1.1408033414	-1.2153461256	-1.0843215245	-8.1618004092	-1.1498338251	-0.6811157991	-0.5594382388	-0.7314059587	-4.4173743721	-0.6454220988	-0.4762185612	-0.0648331273	-0.3543659183	-1.7109019454	-0.2095995228	-0.1575881776	0.0352060392	-0.0393108981	-0.2509215652	-0.0020524295	-0.4049865983	-0.384943277	-0.8844679644	-3.4839766124	-0.6347056207	-0.5786671802	-0.3121356831	-0.5428859385	-3.0641381587	-0.4275108108	-0.3804139853	-0.220624307	-0.488888267	-2.2663454454	-0.354756287
IN	100	-0.6358288376	0.1411089448	-0.0970154069	-0.9232994788	0.022046769	-1.1271722328	-0.8857310951	-1.0955823007	-6.9977767495	-0.9906566979	0.1929842512	0.6106277521	-0.10661584	2.3632418748	0.2520059561	-1.1408033414	-1.1486620175	-0.9295933735	-7.6963138043	-1.0391276955	-0.3185853108	0.2893320816	0.1008964627	0.5268363581	0.1951142722	-0.8776820575	-0.097114806	-0.3717025969	-2.6528198314	-0.2344087015	-0.8815005352	-0.3723110752	-0.5962988538	-3.9605381141	-0.4843049645	-0.4739095451	-0.2690171327	-0.5181046068	-2.6665359648	-0.3935608697	-0.5981336842	0.0961086378	-0.1354030671	-1.0629917367	-0.0196472147	-0.6511812548	-0.1817398567	-0.4166021759	-2.5633552719	-0.2991710163
IP	264	-0.7875594468	-0.396312709	-0.068357215	-3.0647491976	-0.232334962	-1.1307372963	-1.1419868228	-1.1102139763	-7.9237494369	-1.1261003996	-0.8129572256	0.1102431893	-0.0025737709	-1.243923945	0.0538347092	-0.742236584	0.2776997517	0.0856014015	-0.3841219348	0.1816505766	0.2980753759	0.7621435437	0.0657217948	3.362235847	0.4139326693	-0.1136027239	-0.1842625725	-0.4901684641	-1.6073771477	-0.3372155183	-0.9591483716	-0.7691497659	-0.5892855957	-5.4942493172	-0.6792176808	-0.7775969048	0.1939714705	0.0415138153	-0.8140229399	0.1177426429	0.092236326	0.2889404856	-0.2122233347	0.8774293496	0.0383585755	-0.5481696501	-0.0954126033	-0.253331705	-1.8102809692	-0.1743721541
IQ	209	-0.5203404442	0.0080445176	-0.0820011135	-1.1355267471	-0.036978298	-1.0363987381	-0.5050580589	0.0142346095	-3.8191487681	-0.2454117247	1.0214486961	0.6810008088	-0.1246608089	4.2394090097	0.27817	-1.026927125	0.3907236637	-0.0357321845	-0.7399197038	0.1774957396	0.2744308519	0.4900186515	0.5631787346	3.108695086	0.5265986931	-0.0175310865	-0.0058584338	-0.2269773807	-0.3960327624	-0.1164179073	-0.7783695912	-0.2485067707	-0.033883252	-2.4773377576	-0.1411950113	-0.0027392145	0.5358622363	-0.0801964967	1.7497446529	0.2278328698	0.1284498827	0.2420801089	0.168100677	1.3563311618	0.2050903929	-0.2175529743	0.1764785248	0.0180069761	0.2095793524	0.0972427505
IR	136	1.1443937286	0.8241396609	-0.2923148503	4.7348039949	0.2659124053	0.7941465065	0.5409989355	0.69512343	4.5244744323	0.6180611828	0.6741235248	0.1805488548	-0.3237356187	1.4945646134	-0.071593382	-1.1418776453	-0.9260049109	-0.8705963087	-6.8306669418	-0.8983006098	0.0064256207	0.7953333417	0.3242315074	3.2828651985	0.5597824246	0.4890664883	0.6144218417	0.2065576403	3.438445883	0.410489741	0.9692701176	0.6825692982	0.2014042899	4.6296392136	0.441986794	-0.2338770603	-0.3727280281	-0.5971659637	-2.6680511642	-0.4849469959	0.2477460545	0.7048775917	0.2653945739	3.3606555407	0.4851360828	0.3277130373	0.3382396206	-0.0434557	1.7740811967	0.1473919603
IS	492	-1.0666315045	-0.4649046775	-0.3202787135	-4.2408474505	-0.3925916955	-0.3214473607	-0.0215784883	-0.4759960254	-1.4324134686	-0.2487872569	-0.2738893704	0.5860481026	-0.6851512674	0.4756627172	-0.0495515824	-0.234090826	0.5093987713	-0.40863816	0.7017568076	0.0503803057	-0.9947623377	-0.3009225359	-0.0074809164	-3.0539749257	-0.1542017262	-0.4144152815	0.5229144742	0.0651420227	1.0990831308	0.2940282485	-0.6940394326	-0.2432415829	-0.3981373695	-2.8366304595	-0.3206894762	-0.2539900982	0.547723437	-0.5468947137	0.5887097624	0.0004143616	-0.7045888096	0.1109959692	0.0288305532	-0.9774458975	0.0699132612	-0.5508727801	0.1384926077	-0.30540051	-1.0751221982	-0.0834539511
IT	415	0.6081525088	0.0003351954	0.4574675161	1.9036794757	0.2289013558	-0.5350204491	-0.1736508039	-0.3980430007	-2.2748832129	-0.2858469023	-1.1220251372	-1.0830001884	-1.0287250408	-7.577638495	-1.0558626146	-1.1418776453	-1.2164763647	-1.0887741332	-8.1745837669	-1.152625249	-0.8513947489	-0.5373811179	-0.5464180598	-4.4032505002	-0.5418995889	-0.6072336073	-0.1458745365	-0.243165283	-2.0897760169	-0.1945199098	0.0365660299	-0.0866578043	0.0297122577	-0.1856018686	-0.0284727733	-1.1319513913	-1.1497382766	-1.058749587	-7.8761111309	-1.1042439318	-0.7293141781	-0.3416278272	-0.3947916714	-3.2465132585	-0.3682097493	-0.6082331798	-0.5260079693	-0.4746096669	-3.7694087527	-0.5003088181
IV	475	0.871126848	-0.1840222813	-0.2534475204	0.7180044309	-0.2187349009	0.7179809606	0.8524814116	0.4206805681	5.050667714	0.6365809899	-0.3636549415	0.7009408771	-0.3179333808	1.2490831157	0.1915037482	-0.7706010664	-0.532187458	-0.9641358346	-4.8500619877	-0.7481616463	-0.691825167	0.1011144856	0.1020449551	-0.8766822018	0.1015797204	0.0491075465	0.5045012778	0.3844866576	2.4406995517	0.4444939677	0.7945539043	0.3342295652	0.0836165239	2.8843360724	0.2089230445	-0.567128004	0.0843767096	-0.6410346077	-1.800489436	-0.2783289491	-0.3213588103	0.3028078817	0.2432658064	0.782008675	0.273036844	-0.03131097	0.2404713855	-0.1047174258	0.6219517705	0.0678769798
KA	401	0.9169038625	0.2126256231	0.3880586516	3.1600853833	0.3003421374	-0.1815631577	0.7525383448	0.5426474412	3.0847290532	0.647592893	0.8992592559	1.0027345536	0.3073977686	5.7691861023	0.6550661611	-1.1238223243	-0.2476314652	-0.5898516474	-3.9991322479	-0.4187415563	0.5216051697	0.8317926166	0.3974018809	4.5505873189	0.6145972488	-0.9756026418	-0.136387238	0.0709068035	-2.3222004114	-0.0327402173	0.3676703524	0.482581984	0.4653530464	3.1224072182	0.4739675152	-0.1122815342	0.3775515442	-0.1412269394	0.8850269272	0.1181623024	-0.2269987361	0.3477026893	0.2341543422	1.1141934538	0.2909285158	0.0094633607	0.4026120725	0.1860934831	1.7072091997	0.2943527778
KD	64	-1.1105737185	-1.1037056319	-1.1225769819	-7.7679826215	-1.1131413069	0.0241946349	-0.5950456439	-0.1376333076	-2.2407204453	-0.3663394758	-0.3312326147	-0.2181802432	-0.4800418786	-2.1461588985	-0.3491110609	-1.1258179246	-1.1656632991	-1.0845137218	-7.9582279788	-1.1250885105	-0.6759790249	-0.0197466999	-0.0055627327	-1.4294155985	-0.0126547163	-1.0929761026	-1.0862888166	-0.7733150718	-7.147935671	-0.9298019442	-0.5431895418	-0.8493756379	-0.6301051448	-5.0043515334	-0.7397403913	-0.7285252697	-0.6919217712	-0.7822778002	-5.0521934386	-0.7370997857	-0.8844775638	-0.5530177583	-0.3894389023	-4.2886756348	-0.4712283303	-0.7187307917	-0.6981050558	-0.6006072824	-4.7817402023	-0.6493561691
KE	118	1.0125146602	0.3938916883	-0.6155460299	2.4803311846	-0.1108271708	-1.0028031398	-1.0194569382	-0.8717171866	-6.8812813432	-0.9455870624	-1.0361180819	-0.1641441995	-0.1838567652	-2.9225260099	-0.1740004824	-1.09787952	0.2232409515	-0.7304611123	-2.5101073782	-0.2536100804	-1.0484471184	-0.1101695141	-0.3373013046	-2.9884394931	-0.2237354094	-0.3365018393	0.3360349396	-0.0847422773	0.3760051941	0.1256463312	0.0048557602	-0.312782625	-0.7436316083	-2.2004750793	-0.5282071166	-1.066998801	0.029548376	-0.4571589388	-2.716316694	-0.2138052814	-0.6924744789	0.1129327128	-0.211021791	-1.3062171495	-0.0490445391	-0.5848725065	-0.0567671787	-0.4706041127	-2.0743363076	-0.2636856457
KF	495	0.3435807617	0.1003193031	-0.1186217457	0.8603464657	-0.0091512213	-0.4586641045	-0.1809957957	0.0095680909	-1.5364613576	-0.0857138524	0.529046503	-0.0035605117	-0.0221890835	1.0123475898	-0.0128747976	-1.1397290375	-1.2142158865	-1.087660981	-8.1607051493	-1.1509384338	-1.0955098941	-0.2608985764	-0.1031893601	-3.2589488458	-0.1820439683	-0.3944104788	0.3290704849	-0.4283232113	-0.2795590774	-0.0496263632	-0.0575416714	-0.0403382463	-0.0545268274	-0.338057446	-0.0474325369	-0.3053412673	-0.6088881991	-0.5549250323	-3.5741787797	-0.5819066157	-0.7449601865	0.0340859543	-0.2657562857	-1.7692539616	-0.1158351657	-0.3692810417	-0.2050468304	-0.2917360485	-1.8938300624	-0.2483914394
KG	505	0.7970722581	0.2201510288	0.3356995404	2.8682224276	0.2779252846	0.6859282392	0.4406281143	0.0758087202	3.0277679588	0.2582184173	0.0974600731	0.8992289906	0.4517527455	4.0198507316	0.6754908681	-0.9141252125	0.3907236637	-0.3273780519	-0.9517846799	0.0316728059	0.1927686224	0.7314837814	0.0165885888	2.9706133629	0.3740361851	-0.8050353766	-0.2454970284	-0.7753630137	-3.6323548732	-0.5104300211	0.7415002487	0.3303895716	0.2057541303	2.9479951932	0.2680718509	-0.4083325697	0.6449763272	0.0621873468	1.5340330258	0.353581837	-0.3061333771	0.2429933765	-0.3793872125	-0.3308707551	-0.068196918	0.009011434	0.4061197584	-0.0371485785	1.3837191546	0.18448559
KH	7	0.2304204923	0.7578988389	-1.0514881062	1.5362547615	-0.1467946337	-0.8786087429	-0.0752714404	-0.2272570097	-2.3615530418	-0.1512642251	-0.4669897268	-0.8648292479	-1.0008298016	-5.4621265237	-0.9328295248	-0.6887814529	-0.0669609935	-0.6121063829	-2.5300859574	-0.3395336882	-0.775970064	-0.3052152967	0.0395145842	-2.5609217902	-0.1328503563	-0.8498227572	-0.7366237561	-0.8749423438	-5.5902421765	-0.80578305	-0.3240941253	0.3413136993	-0.639372558	-0.4126491402	-0.1490294294	-0.5778855899	-0.4658951207	-0.8064680923	-3.9961062405	-0.6361816065	-0.8128964106	-0.5209195264	-0.4177138798	-4.0755819833	-0.4693167031	-0.5716253753	-0.2151669826	-0.6211848433	-2.8281124547	-0.418175913
KI	10	0.6365606216	0.8882223866	-0.7964044932	3.1872928565	0.0459089467	-0.4467823408	0.590318551	0.1526353051	1.4015032046	0.3714769281	-0.9857512248	0.7892468938	0.163100576	1.0355125427	0.4761737349	-0.7239734172	0.6359855527	0.2425558569	1.1418363854	0.4392707048	-0.5965117926	0.0186905077	-0.5373697387	-1.9336614163	-0.2593396155	-0.8743352497	0.6592078836	0.1868761119	0.8388712611	0.4230419978	0.0948891404	0.7392704688	-0.3218845941	2.2943980305	0.2086929374	-0.854862321	0.7126162233	0.2028282165	1.0886744641	0.4577222199	-0.7354235212	0.3389491957	-0.1752468134	-0.5473950776	0.0818511911	-0.4984655673	0.5969452959	-0.0981010637	0.9452258057	0.2494221161
KK	416	1.2149414469	0.4394411853	-0.725638129	2.8794698489	-0.1430984719	1.1698209373	0.6756590627	0.3239482206	5.190370925	0.4998036417	-0.8761537252	0.7351238513	0.566825504	1.6708642852	0.6509746777	-1.1213028162	0.0802617343	-0.006487256	-1.9714204464	0.0368872392	0.337647636	0.6057185767	0.1506892243	3.0213441269	0.3782039005	-1.1156362608	-0.8154215718	-0.6358553191	-6.0390310016	-0.7256384455	1.1923811921	0.557550124	-0.2008449542	4.0349203869	0.1783525849	-0.9987282707	0.4076927928	0.280169124	-0.1502780806	0.3439309584	-0.3889943124	-0.1048514976	-0.2425830474	-1.5088434373	-0.1737172725	-0.065113797	0.2867971398	-0.0544196259	0.7919329563	0.1161887569
KL	62	0.5267930191	0.5287091515	-1.1079410369	1.2421565131	-0.2896159427	-0.9270575587	-0.3346185299	-0.2792660767	-3.4441790871	-0.3069423033	0.0559469141	0.6135843874	-0.4478554986	1.5876559362	0.0828644444	-1.1248201244	-0.6484940741	-0.2155674602	-4.8427206985	-0.4320307672	0.2189308555	0.7335988417	0.3308611229	3.5017493413	0.5322299823	-1.017718016	0.0934397673	0.1239427866	-1.5224826666	0.108691277	-0.2001322698	0.0970453108	-0.6936035568	-1.101011287	-0.298279123	-0.5344366052	-0.0174548434	-0.3317114794	-1.6275323811	-0.1745831614	-0.3993935803	0.4135193045	0.2274019548	0.9896333374	0.3204606296	-0.3779874851	0.164369924	-0.2659710272	-0.5796367769	-0.0508005516
KM	429	1.2928597696	0.7008936068	0.5952335956	5.9316975564	0.6480636012	0.9595788666	0.7417575071	0.1722744686	4.773720711	0.4570159879	-0.4710908572	0.7312895367	0.7625467948	2.7611518563	0.7469181658	-1.1279116943	-0.7994181295	-0.744810114	-6.1710020129	-0.7721141218	0.4274873618	0.4413010931	0.2673914768	2.8006157647	0.354346285	0.3977785852	0.4960587309	-0.1290124185	2.3382441008	0.1835231562	1.1262193181	0.721325557	0.3837540321	5.3527091337	0.5525397945	-0.7995012758	-0.0340642964	0.0088683404	-1.7049250783	-0.012597978	0.4126329735	0.468679912	0.0691895292	2.5694299327	0.2689347206	0.2464503386	0.3853137242	0.1539373006	2.0724046627	0.2696255124
KP	216	1.0922200887	0.5243573564	-0.0084131957	4.0070711313	0.2579720804	-0.049712698	0.4879980196	0.1130631889	1.778162456	0.3005306043	0.7945908897	0.7586176597	0.4327292214	4.8934374205	0.5956734406	-1.1208289238	-1.0854907774	-1.0521431975	-7.6190903648	-1.0688169875	-0.5215374199	0.226013859	0.0932237279	-0.1121907415	0.1596187935	-0.94637111	0.174401067	0.0335280084	-1.2320464729	0.1039645377	0.5212536954	0.506177688	0.0523249966	2.8926167936	0.2792513423	-0.1631190171	-0.1634365589	-0.3097069881	-1.3628264722	-0.2365717735	-0.733954265	0.200207463	0.0633758682	-0.6721186072	0.1317916656	-0.1252731956	0.1809828641	-0.0646687078	0.2858905714	0.0581570781
KR	200	0.8799309199	0.6653662867	0.3216313106	4.5710908092	0.4934987987	-0.3898076368	-0.4939651958	-0.13997366	-2.7184539489	-0.3169694279	-0.0674419756	0.5945711069	0.5591797051	2.7848844806	0.576875406	-1.1332832139	-0.870623194	-0.8449938089	-6.5812383202	-0.8578085015	-0.2908650227	0.0070830554	0.3071012105	-0.0962875358	0.157092133	0.1763208943	-0.0616341244	-1.011728966	-1.3806710958	-0.5366815452	0.2450616416	0.0857005455	0.0908288253	0.9263184301	0.0882646854	-0.6003625948	-0.1380260436	-0.1429070519	-1.8981769198	-0.1404665477	-0.0572720642	-0.0272755345	-0.3523138778	-0.7384793158	-0.1897947061	-0.1375243391	-0.0265336775	-0.1347973681	-0.5701126018	-0.0806655228
